# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Dec  2 19:11:51 2022
#
# CONSTRAINT:  where (default_flag =1
# CONSTRAINT:  and disc_facility like '%TESS%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-2076 c,TOI-2076,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>,21.01538000,0.109300,3.497,0.312,,,,,32.70,630,1,<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>,,5200.00,0.77,0.82,-0.090,[Fe/H],4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.9091000,9.1390000,7.1150000,8.9102800,2022-04-12,2022-03,2022-04-12
TOI-2076 d,TOI-2076,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>,35.12537000,0.153900,3.232,0.288,,,,,16.50,530,0,<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>,,5200.00,0.77,0.82,-0.090,[Fe/H],4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.9091000,9.1390000,7.1150000,8.9102800,2022-04-12,2022-03,2022-04-12
TOI-2081 b,TOI-2081,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>,10.50534000,0.075200,2.040,0.182,,,,,8.10,488,0,<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>,M1.0,3800.00,0.53,0.54,-0.500,[Fe/H],4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h37m12.54s,264.3022634,+53d01m32.04s,53.0255666,62.3446000,13.3690000,9.5230000,12.6594000,2022-06-27,2022-06,2022-06-27
TOI-2109 b,TOI-2109,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..256W/abstract target=ref>Wong et al. 2021</a>,0.67247414,0.017910,15.098,1.347,1595.49860,5.02000,Mass,,,3646,0,<a refstr=WONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..256W/abstract target=ref>Wong et al. 2021</a>,F,6540.00,1.70,1.45,0.068,[Fe/H],4.14,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h52m44.71s,253.1862971,+16d34m47.70s,16.5799153,262.0410000,10.2170000,9.0700000,10.1138000,2021-12-13,2021-12,2021-12-13
TOI-2136 b,TOI-2136,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1417G/abstract target=ref>Gan et al. 2022</a>,7.85192800,0.057000,2.190,0.195,6.37000,0.02004,Mass,0.000000,4.00,395,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1417G/abstract target=ref>Gan et al. 2022</a>,M4.5 V,3342.00,0.34,0.34,0.030,[Fe/H],4.91,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m42.32s,281.1763433,+36d33m47.27s,36.5631318,33.3631000,14.3200000,9.3430000,12.9643000,2022-07-12,2022-08,2022-07-12
TOI-2158 b,TOI-2158,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,8.60077000,0.075000,10.761,0.960,260.61929,0.82000,Mass,0.070000,,1188,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,,5673.00,1.41,1.12,0.470,[Fe/H],4.19,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h27m14.41s,276.8100527,+20d31m36.79s,20.5268868,198.4730000,10.8870000,9.0710000,10.6718000,2022-09-19,2022-04,2022-09-19
TOI-216.01,TOI-216,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,34.52552800,,10.100,0.901,177.98391,0.56000,Mass,0.004600,,,1,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,,,0.75,0.77,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.9450000,12.3240000,10.2180000,12.1631000,2022-04-12,2021-04,2022-04-12
TOI-216.02,TOI-216,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,17.16073000,,8.000,0.714,18.75188,0.05900,Mass,0.160000,,,1,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,,,0.75,0.77,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.9450000,12.3240000,10.2180000,12.1631000,2022-04-12,2021-04,2022-04-12
TOI-2180 b,TOI-2180,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DALBA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...61D/abstract target=ref>Dalba et al. 2022</a>,260.79000000,0.828000,11.321,1.010,875.61726,2.75500,Mass,0.368300,2.71,348,0,<a refstr=DALBA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...61D/abstract target=ref>Dalba et al. 2022</a>,G5,5695.00,1.64,1.11,0.253,[Fe/H],4.06,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h31m46.47s,277.9436300,+56d39m02.44s,56.6506789,116.6850000,9.1620000,7.6040000,9.0113300,2022-01-10,2022-02,2022-01-10
TOI-2184 b,TOI-2184,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SAUNDERS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...53S/abstract target=ref>Saunders et al. 2022</a>,6.90683000,,11.400,1.017,206.58846,0.65000,Mass,0.080000,1429.00,,0,<a refstr=SAUNDERS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...53S/abstract target=ref>Saunders et al. 2022</a>,,5966.00,2.90,1.53,0.140,[Fe/H],3.70,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m19.95s,100.8331246,-66d56m51.56s,-66.9476563,788.3170000,12.2540000,10.4100000,11.8482000,2022-01-31,2022-02,2022-01-31
TOI-2193 A b,TOI-2193 A,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2.12257350,0.033190,19.840,1.770,298.75870,0.94000,Mass,0.000000,1600.00,1763,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5966.00,1.25,1.08,0.027,[Fe/H],4.28,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h54m45.90s,313.6912320,-72d48m16.71s,-72.8046404,337.0640000,11.9760000,10.3830000,11.8135000,2022-08-29,2022-08,2022-08-29
TOI-2196 b,TOI-2196,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PERSSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220805797P/abstract target=ref>Persson et al. 2022</a>,1.19472680,0.022340,3.510,0.313,26.00000,0.08181,Mass,0.000000,2000.00,1860,0,<a refstr=PERSSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220805797P/abstract target=ref>Persson et al. 2022</a>,G V,5634.00,1.04,1.03,0.140,[Fe/H],4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h49m21.62s,312.3400744,-70d29m06.26s,-70.4850723,259.9470000,12.2970000,10.3460000,11.8259000,2022-08-23,2022-08,2022-08-23
TOI-220 b,TOI-220,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOYER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.3361H/abstract target=ref>Hoyer et al. 2021</a>,10.69526400,0.089110,3.030,0.270,13.80000,0.04342,Mass,0.032000,,805,0,<a refstr=HOYER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.3361H/abstract target=ref>Hoyer et al. 2021</a>,K0 V,5298.00,0.86,0.82,-0.217,[Fe/H],4.37,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h07m11.93s,91.7996988,-61d59m49.96s,-61.9972098,90.7402000,10.4660000,8.5420000,10.1897000,2021-05-28,2021-08,2021-05-28
TOI-2202 b,TOI-2202,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..283T/abstract target=ref>Trifonov et al. 2021</a>,11.91010000,0.095640,11.321,1.010,310.83618,0.97800,Mass,0.042000,,,1,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..283T/abstract target=ref>Trifonov et al. 2021</a>,K8 V,5144.00,0.79,0.82,0.040,[Fe/H],4.55,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h24m54.82s,51.2284214,-73d57m27.16s,-73.9575458,235.9330000,13.0040000,10.8000000,12.7606000,2021-08-23,2021-12,2021-08-23
TOI-2207 b,TOI-2207,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,8.00196800,0.085400,11.153,0.995,203.41018,0.64000,Mass,0.174000,406.00,1259,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,6101.00,1.56,1.30,0.181,[Fe/H],4.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h30m23.21s,307.5966925,-44d53m15.43s,-44.8876181,373.3450000,11.3160000,10.1330000,11.3545000,2022-08-29,2022-08,2022-08-29
TOI-2236 b,TOI-2236,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,3.53159020,0.050090,14.370,1.282,502.16888,1.58000,Mass,0.000000,1356.00,1688,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,6248.00,1.57,1.34,0.119,[Fe/H],4.17,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h20m39.84s,20.1660113,-86d58m47.87s,-86.9799650,355.5900000,11.6000000,9.9600000,11.2905000,2022-08-29,2022-08,2022-08-29
TOI-2257 b,TOI-2257,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHANCHE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..45S/abstract target=ref>Schanche et al. 2022</a>,35.18934600,0.145000,2.194,0.196,,,,0.496000,,256,0,<a refstr=SCHANCHE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..45S/abstract target=ref>Schanche et al. 2022</a>,M3,3430.00,0.31,0.33,-0.270,[Fe/H],4.97,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h58m57.51s,194.7396141,+77d39m42.18s,77.6617157,57.7911000,15.2110000,10.6730000,14.1615000,2021-11-09,2022-01,2021-11-09
TOI-2260 b,TOI-2260,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.35247280,0.009700,1.620,0.145,,,,,,2609,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,G V,5534.00,0.94,0.99,0.220,[Fe/H],4.62,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m40.08s,247.6669998,+49d02m48.44s,49.0467891,101.2510000,10.4740000,8.6840000,10.2488000,2022-02-15,2022-02,2022-02-15
TOI-2285 b,TOI-2285,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,27.26955000,0.136300,1.740,0.155,19.50000,0.06135,Mass,0.300000,1.54,284,0,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,,3491.00,0.46,0.45,-0.050,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h10m15.18s,332.5632644,+58d42m21.94s,58.7060934,42.4090000,13.4030000,9.0340000,12.4314000,2021-10-25,2022-02,2021-10-25
TOI-2337 b,TOI-2337,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,2.99432000,,10.088,0.900,508.52545,1.60000,Mass,0.019000,,,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,4780.00,3.22,1.32,0.390,[Fe/H],3.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m28.77s,290.6198948,+60d51m14.05s,60.8539035,536.0460000,12.5240000,9.6780010,11.8752000,2022-03-16,2022-03,2022-03-16
TOI-237 b,TOI-237,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,5.43609800,0.034100,1.440,0.128,,,,0.000000,3.70,388,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,M4.5 V,3212.00,0.21,0.18,,,5.04,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h32m58.45s,353.2435381,-29d24m59.35s,-29.4164870,38.0749000,16.3700000,10.8960000,14.7540000,2020-12-10,2021-01,2020-12-17
TOI-2406 b,TOI-2406,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WELLS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..97W/abstract target=ref>Wells et al. 2021</a>,3.07668960,0.022800,2.940,0.262,,,,0.260000,6.55,447,0,<a refstr=WELLS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..97W/abstract target=ref>Wells et al. 2021</a>,M4 V,3100.00,0.20,0.16,-0.380,[Fe/H],5.04,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h35m13.45s,8.8060544,-03d22m19.50s,-3.3720833,55.4190000,,11.8940000,15.6955000,2021-08-16,2021-09,2021-08-16
TOI-2411 b,TOI-2411,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.78269420,0.014400,1.680,0.150,,,,,,1355,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,4099.00,0.68,0.65,,,4.59,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h23m41.39s,20.9224567,-08d42m06.46s,-8.7017944,59.5362000,11.2720000,8.5320000,11.2198000,2022-02-15,2022-02,2022-02-15
TOI-2421 b,TOI-2421,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,4.34740320,0.054300,10.368,0.925,105.83686,0.33300,Mass,0.000000,923.60,1534,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5607.00,1.75,1.13,0.190,[Fe/H],4.00,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h12m36.96s,33.1540208,-35d23m27.31s,-35.3909182,327.9270000,11.4190000,9.6670000,11.1554000,2022-08-29,2022-08,2022-08-29
TOI-2427 b,TOI-2427,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,1.30600110,0.020200,1.800,0.161,,,,,,1117,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,4072.00,0.65,0.64,,,4.62,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m10.02s,52.2917315,-31d21m46.32s,-31.3628665,28.5147000,10.2950000,7.0480000,9.8184500,2022-02-15,2022-02,2022-02-15
TOI-2445 b,TOI-2445,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.37112810,0.006400,1.250,0.112,,,,,,1060,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3333.00,0.27,0.25,,,4.97,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m15.88s,43.3161555,+00d03m08.41s,0.0523366,48.5820000,15.6920000,10.7790000,14.3977000,2022-02-15,2022-02,2022-02-15
TOI-251 b,TOI-251,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,4.93777000,0.057410,2.740,0.244,317.83000,1.00000,Mass,0.000000,,,0,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,,5875.00,0.88,1.04,-0.106,[Fe/H],4.56,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h32m14.90s,353.0620655,-37d15m21.11s,-37.2558629,99.5230000,9.8870000,8.4260000,9.7541100,2020-12-10,2021-01,2020-12-17
TOI-2545 b,TOI-2545,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2311M/abstract target=ref>Mantovan et al. 2022</a>,7.99403700,,2.750,0.245,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5846.29,1.25,1.05,-0.273,[M/H],4.27,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h02m10.99s,135.5458029,-03d25m14.95s,-3.4208194,107.1180000,9.5210000,8.0600000,9.2949000,2022-10-03,2022-11,2022-10-03
TOI-2567 b,TOI-2567,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,5.98394400,0.067200,10.929,0.975,63.88351,0.20100,Mass,0.000000,558.00,1352,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5611.00,1.69,1.13,0.241,[Fe/H],4.04,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m51.76s,288.4656683,+66d20m52.58s,66.3479375,504.7750000,12.3000000,10.7170000,12.2213000,2022-08-29,2022-08,2022-08-29
